mailboxfriend|圆顶信箱朋友|One rounded mailbox on two short legs with two friendly eyes and a simple flag, front view.|打开嘴巴的信箱朋友|One charming mailbox character in three-quarter view, lid open like a smiling mouth holding one large envelope, two simple arms and short boot-like feet.
moonboat|弯月小船|One simple crescent moon shaped as a boat with a small mast and one broad triangular sail.|挂星帆的月亮船|One graceful crescent-moon boat in three-quarter view with a curved mast, broad billowing sail, one hanging star lantern and two short water curves.
papercrown|三角纸皇冠|One simple paper crown with three broad rounded triangular points and one plain band.|折叠的纸皇冠|One handmade folded paper crown in three-quarter view with five asymmetrical points, visible overlapping paper fold and three large unfilled jewel shapes.
toytrain|积木小火车|One small wooden toy locomotive side view made of broad rounded blocks, short chimney and three round wheels.|拉积木的玩具火车|One wooden toy engine in three-quarter view pulling one short wagon with three large blocks, clearly joined coupler, chunky wheels and smooth rounded shapes.
readingchild|抱着大书的孩子|One sweet child standing front-facing holding one large open book below the chin, short bob haircut, plain A-line dress, two small hands at book corners, short legs and simple shoes. Three-head-tall proportions, no stool or folds.|盘腿读书的孩子|One child sitting cross-legged on the ground with a large open book resting across the knees, head gently tilted, short curly hair, plain long-sleeve top and trousers, both hands visible holding the pages. Natural four-head-tall illustration proportions.
paintingchild|举画笔的小画家|One little child standing front-facing in a plain smock, holding one thick paintbrush upright, rounded short hair and simple shoes, no palette or easel.|坐着画画的孩子|One child seated sideways on a low stool drawing on one large tilted sketchpad resting on the knees, one hand supporting the pad and one holding a brush, simple apron and tied hair, no clutter.
gardener|抱花盆的小园丁|One little gardener standing front-facing with a broad round hat and plain overalls, both hands holding one big pot with a two-leaf sprout, simple feet.|蹲着种花的园丁|One gardener kneeling on one knee, gently planting a single broad-leaf seedling in a plain pot, soft hat, rolled sleeves and simple apron, clear hand-to-pot contact, one small trowel.
baker|举面包的小面包师|One small baker with a broad soft chef hat and plain apron, holding one large round loaf in both hands at chest height, no tray or pocket details.|揉面团的面包师|One cheerful baker in three-quarter view leaning slightly over a small plain worktable while pressing one round dough ball with both hands, clear chef hat, apron and rolled sleeves, no kitchen scene.
firefighter|招手的小消防员|One small firefighter standing front view with a round helmet, plain jacket with one broad band and two simple boots, one hand raised in greeting, no hose.|抱头盔的消防员|One friendly firefighter in three-quarter view holding a large helmet against one hip, jacket with two broad safety bands, clear sturdy boots and relaxed other hand, no tools or flames.
doctor|招手的小医生|One little doctor standing front view in a plain coat with a single large pocket, one simple U-shaped stethoscope and round disc, one hand raised, no glasses.|拿听诊器的医生|One friendly doctor seated on a simple stool, holding the chest piece of a stethoscope forward in one hand, coat draped naturally, clear relaxed other hand and simple shoes, no medical room.
teacher|抱书的小老师|One friendly small teacher standing front view holding one closed book with both hands against the chest, short hair, plain long dress or trousers and simple shoes.|指着图画的老师|One teacher standing in three-quarter view holding a large open picture book and pointing to a simple tree drawing on one page, neat hair, soft cardigan and broad skirt, no text.
mailcarrier|送信的小邮递员|One small mail carrier front view in a simple cap, holding one large envelope in front with both hands, plain tunic and short boots, no satchel detail.|骑步送信的邮递员|One mail carrier paused in a walking pose looking at a large envelope, a broad shoulder satchel at the hip, soft cap and simple coat, clearly separated limbs and strap.
guitarist|抱吉他的小乐手|One small child standing front-facing holding a large simple guitar vertically by the neck, rounded hair and plain shirt, guitar with only sound hole and three strings.|站着弹吉他的乐手|One relaxed young guitarist standing in a mild side pose, guitar supported by a broad strap across torso, natural hand positions at neck and sound hole, simple clothing, four clear strings.
ballerina|张开手臂的小舞者|One little ballet child facing front with both arms extended gently sideways, broad simple skirt, small bun, two feet on the ground, no lace or ribbons.|转身的芭蕾舞者|One young ballet dancer in a gentle turning pose, one arm curved in front and one raised to the side, three broad skirt folds, hair bun and clearly separated legs with both toes near the ground.
runningchild|迈步的小朋友|One little child in an easy side walking-running pose, round head, plain shirt and shorts, one bent knee and simple rounded shoes, very few interior marks.|回头奔跑的孩子|One child jogging toward the left while turning the smiling head slightly toward the viewer, clearly spaced bent arms and legs, ponytail grouped into one broad lock, plain shorts and trainers.
umbrellauser|伞下的小朋友|One small child standing front view under one three-lobed open umbrella, short plain raincoat, two simple boots, one hand clearly holding the shaft beside the face.|踩水洼的撑伞孩子|One child in three-quarter view taking a small step into a single shallow puddle while holding a tilted umbrella, clear canopy panels, raincoat and boots, only two broad splash curves.
grandmother|围裙奶奶|One warm older woman standing front view, round bun, simple round glasses, plain apron and long skirt, relaxed hands together, no wrinkles or basket.|坐着织围巾的奶奶|One older woman seated on a plain chair knitting one broad scarf, soft bun and round glasses, clear two hands and two knitting needles, simple cardigan and skirt, no dense knit texture.
wheelchairuser|挥手的轮椅孩子|One small child in a simple wheelchair side three-quarter view, rounded head, one hand raised, plain torso, one big wheel with two spokes, one small front wheel and clear footrest.|轮椅上的读书孩子|One child comfortably seated in a manual wheelchair in three-quarter view, open book on the lap, two hands at page edges, two feet resting naturally on a shared footrest, one large wheel with four spokes and one small caster.
hiker|背包小登山者|One small hiker front view with a broad hat, simple rounded backpack peeking behind the shoulders, plain shorts and two boots, no walking stick.|看地图的登山孩子|One child hiker paused in a three-quarter pose holding one large unfolded map, broad brim hat, rounded backpack with a clear strap, shorts and sturdy boots, no mountain scene or map lettering.
school|钟铃小学校|One small schoolhouse front view with a broad triangular roof, a single bell arch, one large central door and two square windows, no columns or steps.|带廊的乡村学校|One distinctive small school in three-quarter view with a long low gable roof, an open covered entrance porch on two posts, four broad windows and a small bell tower, no lettering.
bookshop|书形招牌小书店|One tiny bookshop front view, broad flat awning, a large door and one display window with two simple book shapes, one open-book sign, no roof decoration.|转角书店|One charming corner bookshop in three-quarter view, rounded bay display window with four large books, side entrance, broad canopy and an open-book-shaped hanging sign, no letters or bricks.
bakery|面包招牌小店|One small bakery front view with a rounded top, one big loaf-shaped sign, one door and one window containing one loaf, no awning stripes.|拱窗面包店|One cozy bakery in three-quarter view with a large arched display window, broad scalloped awning, side door and three clearly different bread shapes on one shelf, no text.
cottage|尖顶小屋|One small cottage front view with a triangular roof, single chimney, round door and one square window, no plants or path.|圆顶乡间小屋|One distinctive storybook cottage with a broad rounded thatched roof, gently bulging walls, a low chimney, oval windows and arched wooden door, sparse roof contour lines only.
treehouse|树杈上的小屋|One tiny treehouse on a Y-shaped trunk, triangular roof, one round window and a three-rung ladder, no foliage detail.|环绕树干的树屋|One charming treehouse built around a thick tree trunk, a small wraparound balcony with three rails, curved roof, one window and a short rope ladder, two broad leafy canopy shapes.
watermill|大水轮小屋|One simple watermill front view, broad roof and wall, one door, one large side wheel with four spokes, no stream.|石墙水车磨坊|One compact watermill in three-quarter view with a low curved roof, one arched door, two windows and a broad attached waterwheel with six paddles, three large stone seams only.
clocktower|圆钟小塔|One short clocktower front view with a triangular cap, tall broad body, large round clock with two hands and four marks, one door.|圆柱钟塔|One elegant round clocktower in three-quarter view with a domed cap, large clock face, two broad supporting pilasters and a small arched entrance, no tiny ornaments.
pagoda|两层小宝塔|One small two-tier pagoda front view with two broad upturned roofs, clearly separated wall blocks and one central door, no bracket details.|八角三层宝塔|One three-tier octagonal Chinese pagoda in mild three-quarter view, distinct roof planes with gently upturned corners, one large opening per level and a broad base, no tiles.
pavilion|四柱小亭子|One simple Chinese pavilion front view, broad upturned roof, four clear posts and one flat base, no rails or benches.|六角园林亭子|One graceful hexagonal garden pavilion in three-quarter view, broad swept roof, clearly joined six-post structure, one low bench and two shallow steps, minimal railing.
archedbridge|一孔小拱桥|One small stone arch bridge side view, one broad arch, smooth top edge and two simple end posts, no stone texture.|三孔矮拱桥|One low three-arch stone footbridge in slight three-quarter view, the middle arch larger than the sides, four broad parapet divisions and a few large stone seams, no landscape.
igloo|圆顶小冰屋|One simple igloo front view with a short tunnel entrance, two broad curved block rows and four large joints only.|侧面的冰屋|One igloo in three-quarter view with a long curved tunnel entrance, three broad block rows, clearly separated arch blocks around the doorway and no snow scene.
yurt|圆顶小蒙古包|One yurt front view with broad conical roof, round wall and large rectangular door, one simple horizontal band, no ornament.|敞门蒙古包|One round yurt in three-quarter view with a raised roof cap, broad fabric sections, a door slightly open and one elegant broad geometric band, no ropes or dense patterns.
greenhouse|三块玻璃小温室|One small greenhouse front view with triangular roof, central door and two broad side glass panels, one two-leaf sprout inside.|弧顶植物温室|One curved-roof greenhouse in three-quarter view with five broad arch ribs, a clear end door and two large potted plants inside, no intricate framework.
railwaystation|圆钟小车站|One small station front view, broad low roof, central doorway, one round clock and two square windows, no lettering.|月台边的老车站|One small vintage railway station in three-quarter view, broad hipped roof with an overhanging platform canopy, central arched door, three large windows and a round clock, no train or text.
apartment|四窗小楼|One compact apartment front view with a flat roof, four large windows in two rows and one door, no balconies.|错层阳台公寓|One three-storey apartment in three-quarter view with a flat roof, five large windows and two staggered rounded balconies, a broad entrance and no brick grids.
